2020-08-08 00:01:19	6a02	22,5	66
2020-08-08 00:04:43	8700	22,7	65
2020-08-08 00:07:53	6a02	22,5	66
2020-08-08 00:15:48	6a02	22,5	66
2020-08-08 00:16:07	8700	22,6	65
2020-08-08 00:17:07	6a02	22,5	66
2020-08-08 00:18:01	8700	22,6	65
2020-08-08 00:18:58	8700	22,6	65
2020-08-08 00:19:44	6a02	22,4	66
2020-08-08 00:20:52	8700	22,6	65
2020-08-08 00:22:46	8700	22,6	65
2020-08-08 00:23:43	8700	22,6	65
2020-08-08 00:25:37	8700	22,6	65
2020-08-08 00:27:31	8700	22,6	65
2020-08-08 00:30:22	8700	22,6	65
2020-08-08 00:34:10	8700	22,6	65
2020-08-08 00:37:01	8700	22,6	65
2020-08-08 00:38:55	8700	22,6	65
2020-08-08 00:40:48	6a02	22,4	66
2020-08-08 00:41:46	8700	22,6	65
2020-08-08 00:43:27	6a02	22,3	66
2020-08-08 00:44:45	6a02	22,3	66
2020-08-08 00:46:31	8700	22,6	65
2020-08-08 00:47:57	7001	23,4	62
2020-08-08 00:49:22	8700	22,6	65
2020-08-08 01:10:18	7001	23,3	62
2020-08-08 01:11:24	7001	23,3	62
2020-08-08 01:15:01	8700	22,5	64
2020-08-08 01:15:58	8700	22,5	64
2020-08-08 01:18:07	7001	23,3	62
2020-08-08 01:21:39	8700	22,4	64
2020-08-08 01:24:15	6a02	22,3	65
2020-08-08 01:25:28	8700	22,4	64
2020-08-08 01:26:25	8700	22,4	64
2020-08-08 01:30:13	8700	22,4	64
2020-08-08 01:31:10	8700	22,4	64
2020-08-08 01:32:10	6a02	22,2	65
2020-08-08 01:33:29	6a02	22,2	65
2020-08-08 01:34:51	7001	23,2	62
2020-08-08 01:35:54	8700	22,4	64
2020-08-08 01:46:02	7001	23,1	63
2020-08-08 01:48:15	7001	23,1	62
2020-08-08 02:01:40	7001	23	63
2020-08-08 02:02:46	7001	23	63
2020-08-08 02:03:27	8700	22,3	64
2020-08-08 02:03:53	7001	23	63
2020-08-08 02:04:25	8700	22,3	64
2020-08-08 02:05:00	7001	23	63
2020-08-08 02:05:05	6a02	22,1	65
2020-08-08 02:06:07	7001	23	63
2020-08-08 02:06:19	8700	22,3	64
2020-08-08 02:07:15	7001	23	63
2020-08-08 02:08:12	8700	22,3	64
2020-08-08 02:08:22	7001	23	63
2020-08-08 02:09:10	8700	22,3	64
2020-08-08 02:09:28	7001	23	63
2020-08-08 02:10:07	8700	22,3	64
2020-08-08 02:10:21	6a02	22,1	65
2020-08-08 02:10:35	7001	23	63
2020-08-08 02:11:39	6a02	22,1	64
2020-08-08 02:11:42	7001	23	63
2020-08-08 02:12:01	8700	22,3	64
2020-08-08 02:12:50	7001	23	63
2020-08-08 02:12:58	8700	22,3	64
2020-08-08 02:13:55	8700	22,2	64
2020-08-08 02:13:57	7001	23	63
2020-08-08 02:14:18	6a02	22	64
2020-08-08 02:14:52	8700	22,2	64
2020-08-08 02:15:03	7001	23	63
2020-08-08 02:15:37	6a02	22	64
2020-08-08 02:15:50	8700	22,2	64
2020-08-08 02:16:11	7001	23	63
2020-08-08 02:16:47	8700	22,2	64
2020-08-08 02:16:56	6a02	22	64
2020-08-08 02:17:18	7001	23	63
2020-08-08 02:17:44	8700	22,2	64
2020-08-08 02:18:15	6a02	22	64
2020-08-08 02:18:24	7001	23	63
2020-08-08 02:18:40	8700	22,2	64
2020-08-08 02:19:32	7001	23	63
2020-08-08 02:19:34	6a02	22	65
2020-08-08 02:20:34	8700	22,2	64
2020-08-08 02:20:39	7001	23	63
2020-08-08 02:20:53	6a02	22	65
2020-08-08 02:21:31	8700	22,2	64
2020-08-08 02:21:45	7001	22,9	63
2020-08-08 02:22:12	6a02	22	64
2020-08-08 02:22:27	8700	22,2	64
2020-08-08 02:22:52	7001	22,9	63
2020-08-08 02:23:24	8700	22,2	64
2020-08-08 02:23:31	6a02	22	64
2020-08-08 02:24:22	8700	22,2	64
2020-08-08 02:24:50	6a02	22	65
2020-08-08 02:25:07	7001	22,9	62
2020-08-08 02:26:08	6a02	22	65
2020-08-08 02:26:15	8700	22,2	64
2020-08-08 02:27:13	8700	22,2	64
2020-08-08 02:27:20	7001	22,9	62
2020-08-08 02:27:28	6a02	22	65
2020-08-08 02:28:09	8700	22,2	64
2020-08-08 02:28:47	6a02	22	65
2020-08-08 02:29:07	8700	22,2	64
2020-08-08 02:30:04	8700	22,2	64
2020-08-08 02:30:06	6a02	22	65
2020-08-08 02:30:41	7001	22,9	62
2020-08-08 02:31:02	8700	22,2	64
2020-08-08 02:31:25	6a02	22	65
2020-08-08 02:31:49	7001	22,9	62
2020-08-08 02:31:58	8700	22,2	64
2020-08-08 02:32:43	6a02	22	65
2020-08-08 02:32:55	8700	22,2	64
2020-08-08 02:33:52	8700	22,2	64
2020-08-08 02:34:03	6a02	22	65
2020-08-08 02:34:48	8700	22,2	64
2020-08-08 02:35:22	6a02	22	65
2020-08-08 02:36:17	7001	22,9	62
2020-08-08 02:36:40	6a02	22	64
2020-08-08 02:36:42	8700	22,2	64
2020-08-08 02:37:24	7001	22,9	62
2020-08-08 02:37:39	8700	22,2	64
2020-08-08 02:38:00	6a02	22	64
2020-08-08 02:38:30	7001	22,9	62
2020-08-08 02:38:37	8700	22,2	64
2020-08-08 02:39:18	6a02	22	64
2020-08-08 02:39:34	8700	22,2	64
2020-08-08 02:40:31	8700	22,2	64
2020-08-08 02:40:37	6a02	22	64
2020-08-08 02:40:44	7001	22,9	62
2020-08-08 02:41:28	8700	22,2	64
2020-08-08 02:41:57	6a02	22	64
